userId1,userId2,cleanlinessLevel_user1,cleanlinessLevel_user2,smokingPreference_user1,smokingPreference_user2,drinkingPreference_user1,drinkingPreference_user2,sleepingSchedule_user1,sleepingSchedule_user2,budgetRange_user1,budgetRange_user2,preferredLocation_user1,preferredLocation_user2,hobbies_user1,hobbies_user2,compatibility_score
42,34,5,3,yes,yes,yes,yes,irregular,early,11088,8679,BTM Layout,HSR Layout,music,"reading,movies",70
164,192,4,4,yes,no,no,yes,irregular,irregular,17462,19683,Indiranagar,HSR Layout,"movies,coding,cricket","travel,reading",64
168,44,4,3,no,yes,no,no,night,irregular,8472,9327,HSR Layout,Whitefield,"coding,movies","cricket,movies,travel",68
143,55,3,3,yes,yes,no,yes,early,night,7162,7868,Indiranagar,Indiranagar,"cricket,movies",reading,77
93,172,3,5,yes,yes,no,yes,early,night,9512,9985,BTM Layout,BTM Layout,"cooking,reading",cooking,76
130,129,3,3,yes,no,yes,yes,night,night,5929,9851,Indiranagar,Indiranagar,"movies,coding",travel,84
66,85,5,5,no,no,yes,yes,irregular,irregular,10049,15898,Whitefield,Koramangala,"movies,music,cricket",music,83
153,62,2,4,yes,yes,no,yes,irregular,irregular,15418,14807,Koramangala,Whitefield,"cricket,movies,coding","movies,cooking,cricket",79
71,33,2,3,no,yes,no,no,early,night,17782,10474,HSR Layout,Whitefield,coding,"cooking,music,cricket",58
73,172,3,5,yes,yes,no,yes,early,night,8814,9985,Indiranagar,BTM Layout,"coding,reading",cooking,63
145,92,1,5,no,yes,yes,no,early,early,19021,7486,HSR Layout,BTM Layout,reading,"movies,travel,coding",52
136,21,4,1,yes,no,no,no,irregular,early,14683,14144,HSR Layout,Indiranagar,"cooking,reading","reading,music",64
142,53,1,5,yes,no,yes,yes,early,early,11161,8897,Koramangala,Indiranagar,"cooking,coding","coding,cricket",69
27,140,5,4,yes,yes,yes,yes,night,night,19128,12972,Whitefield,Whitefield,"coding,cricket","movies,cricket",91
88,139,3,4,no,yes,yes,no,irregular,night,16544,10463,Koramangala,Whitefield,"movies,coding","cricket,coding,reading",51
155,188,2,1,yes,no,yes,yes,irregular,early,7735,8483,Koramangala,Koramangala,"coding,reading,movies","movies,travel",78
193,44,2,3,no,yes,yes,no,early,irregular,6029,9327,Koramangala,Whitefield,"cricket,reading,coding","cricket,movies,travel",55
135,97,2,2,yes,no,no,no,early,irregular,9913,8987,Whitefield,BTM Layout,"reading,cooking","music,coding",67
9,170,1,2,yes,yes,yes,yes,early,night,9503,17336,Whitefield,Indiranagar,cricket,"cricket,music,coding",71
141,39,1,1,yes,yes,yes,no,night,night,6335,10852,Koramangala,BTM Layout,"music,cooking","cricket,music",77
176,24,1,3,yes,no,yes,no,night,night,15034,8943,Indiranagar,Koramangala,"coding,movies","reading,coding",59
55,24,3,3,yes,no,yes,no,night,night,7868,8943,Indiranagar,Koramangala,reading,"reading,coding",70
96,156,5,1,no,no,yes,no,night,early,12062,7127,Indiranagar,Koramangala,"cricket,travel,music","music,coding,reading",59
78,153,1,2,no,yes,no,no,night,irregular,8555,15418,Koramangala,Koramangala,music,"cricket,movies,coding",68
169,129,2,3,no,no,no,yes,early,night,15930,9851,BTM Layout,Indiranagar,reading,travel,58
159,62,1,4,no,yes,yes,yes,irregular,irregular,10591,14807,HSR Layout,Whitefield,"reading,cooking","movies,cooking,cricket",71
85,150,5,4,no,no,yes,yes,irregular,irregular,15898,8254,Koramangala,HSR Layout,music,"cricket,travel,coding",78
109,143,5,3,yes,yes,no,no,night,early,15173,7162,HSR Layout,Indiranagar,"reading,cricket,travel","cricket,movies",69
36,104,1,5,no,yes,no,yes,early,early,17464,19297,HSR Layout,Indiranagar,"travel,cooking","cooking,reading,coding",62
172,15,5,2,yes,yes,yes,yes,night,early,9985,12844,BTM Layout,Whitefield,cooking,"travel,cricket,coding",68
132,90,2,5,no,yes,no,yes,irregular,early,18026,14084,Koramangala,Whitefield,"movies,cooking","cricket,reading",48
55,153,3,2,yes,yes,yes,no,night,irregular,7868,15418,Indiranagar,Koramangala,reading,"cricket,movies,coding",58
37,180,3,4,yes,no,yes,no,early,early,14352,6876,Whitefield,Indiranagar,"cricket,movies,music",music,61
198,135,2,2,yes,yes,yes,no,irregular,early,16497,9913,Koramangala,Whitefield,"movies,cooking","reading,cooking",63
124,200,1,4,no,no,no,no,early,irregular,13594,12224,BTM Layout,Koramangala,"music,travel,movies","movies,music,coding",77
68,5,2,1,no,no,no,no,night,early,11109,16150,Koramangala,HSR Layout,reading,reading,71
180,44,4,3,no,yes,no,no,early,irregular,6876,9327,Indiranagar,Whitefield,music,"cricket,movies,travel",62
121,195,5,4,yes,no,no,no,irregular,early,19452,11914,Whitefield,BTM Layout,movies,"cricket,coding,movies",61
84,199,1,2,no,no,no,yes,night,early,8282,15150,Koramangala,Whitefield,"cricket,reading",movies,58
111,48,3,4,yes,no,no,yes,night,early,5505,10171,HSR Layout,Whitefield,cricket,"travel,movies",52
43,58,4,2,no,no,no,no,night,night,17477,11767,HSR Layout,Whitefield,"reading,coding",coding,79
130,10,3,1,yes,yes,yes,no,night,irregular,5929,12532,Indiranagar,Koramangala,"movies,coding",travel,56
109,8,5,2,yes,yes,no,no,night,irregular,15173,5872,HSR Layout,Koramangala,"reading,cricket,travel","coding,reading",67
119,83,2,3,yes,no,yes,yes,night,irregular,14463,7702,BTM Layout,HSR Layout,coding,"cricket,music",58
149,84,5,1,no,no,yes,no,irregular,night,11932,8282,BTM Layout,Koramangala,"cooking,movies","cricket,reading",56
47,63,3,1,yes,yes,yes,yes,night,night,15576,19926,BTM Layout,BTM Layout,"travel,cooking,reading","cricket,travel",93
4,175,2,3,yes,yes,yes,yes,early,night,17212,19604,BTM Layout,Indiranagar,"cooking,music","coding,cricket,reading",72
6,39,3,1,no,yes,yes,no,early,night,7317,10852,Koramangala,BTM Layout,"coding,cricket,reading","cricket,music",53
77,154,5,1,no,no,yes,no,irregular,night,7203,11413,HSR Layout,HSR Layout,"coding,cricket",travel,66
172,129,5,3,yes,no,yes,yes,night,night,9985,9851,BTM Layout,Indiranagar,cooking,travel,73
88,99,3,5,no,yes,yes,no,irregular,early,16544,17627,Koramangala,HSR Layout,"movies,coding","coding,movies,music",59
37,85,3,5,yes,no,yes,yes,early,irregular,14352,15898,Whitefield,Koramangala,"cricket,movies,music",music,66
64,168,4,4,no,no,yes,no,early,night,5317,8472,BTM Layout,HSR Layout,"movies,cooking,cricket","coding,movies",67
127,192,5,4,yes,no,yes,yes,night,irregular,19517,19683,HSR Layout,HSR Layout,"travel,cricket","travel,reading",78
133,79,2,2,yes,no,no,yes,irregular,early,14522,10283,Whitefield,Whitefield,"coding,cricket,cooking","cricket,travel",67
73,28,3,5,yes,yes,no,no,early,irregular,8814,19515,Indiranagar,Whitefield,"coding,reading","cricket,music",66
185,111,1,3,yes,yes,yes,no,night,night,15218,5505,Koramangala,HSR Layout,"coding,music",cricket,66
183,113,4,5,yes,no,no,no,night,night,15961,11230,HSR Layout,Koramangala,"cricket,coding,reading","reading,travel,cricket",78
157,20,4,3,yes,yes,yes,no,irregular,night,18966,12201,HSR Layout,Whitefield,"travel,cooking,coding","cricket,cooking,coding",64
151,2,3,5,yes,no,no,yes,irregular,early,10233,16878,Indiranagar,HSR Layout,music,"movies,reading,cooking",46
110,200,3,4,no,no,yes,no,night,irregular,6803,12224,HSR Layout,Koramangala,"cricket,coding","movies,music,coding",61
67,95,1,2,no,no,no,no,night,irregular,13705,16076,BTM Layout,Whitefield,"cricket,reading",cooking,72
54,105,2,5,yes,yes,no,no,night,irregular,11503,14014,Whitefield,HSR Layout,"movies,reading",cricket,68
97,46,2,5,no,yes,no,yes,irregular,early,8987,18404,BTM Layout,Indiranagar,"music,coding","travel,coding",47
125,56,5,3,yes,yes,yes,yes,irregular,irregular,10869,5250,Whitefield,BTM Layout,travel,"cooking,travel",79
92,84,5,1,yes,no,no,no,early,night,7486,8282,BTM Layout,Koramangala,"movies,travel,coding","cricket,reading",59
200,44,4,3,no,yes,no,no,irregular,irregular,12224,9327,Koramangala,Whitefield,"movies,music,coding","cricket,movies,travel",75
102,105,3,5,no,yes,no,no,irregular,irregular,10103,14014,Koramangala,HSR Layout,travel,cricket,70
11,130,3,3,yes,yes,no,yes,irregular,night,13733,5929,HSR Layout,Indiranagar,cricket,"movies,coding",60
188,131,1,4,no,yes,yes,yes,early,early,8483,9541,Koramangala,BTM Layout,"movies,travel","travel,movies,coding",77
86,124,4,1,no,no,yes,no,irregular,early,14241,13594,Koramangala,BTM Layout,"music,travel,reading","music,travel,movies",67
100,163,3,4,yes,no,no,no,night,night,16137,17524,Indiranagar,Whitefield,"travel,cooking,reading","cricket,music",75
1,152,3,1,yes,yes,yes,no,early,irregular,11708,12690,Indiranagar,Koramangala,coding,"movies,cricket",63
124,197,1,2,no,no,no,yes,early,early,13594,5414,BTM Layout,BTM Layout,"music,travel,movies","cricket,cooking",78
128,91,5,3,no,no,no,yes,night,early,13693,18094,BTM Layout,Whitefield,cricket,"reading,coding,cooking",60
76,162,4,4,no,no,no,yes,night,night,16884,8842,BTM Layout,HSR Layout,reading,music,70
138,16,5,1,no,no,yes,yes,early,night,7103,12019,Whitefield,HSR Layout,reading,travel,66
3,151,5,3,yes,yes,no,no,night,irregular,12365,10233,Whitefield,Indiranagar,"reading,movies",music,70
107,46,2,5,no,yes,no,yes,night,early,14210,18404,Indiranagar,Indiranagar,cooking,"travel,coding",58
75,45,3,2,yes,no,no,no,irregular,irregular,17562,7008,BTM Layout,Indiranagar,"reading,coding",coding,71
104,161,5,5,yes,yes,yes,yes,early,night,19297,15538,Indiranagar,Whitefield,"cooking,reading,coding","coding,reading",80
193,200,2,4,no,no,yes,no,early,irregular,6029,12224,Koramangala,Koramangala,"cricket,reading,coding","movies,music,coding",69
120,7,2,2,no,no,no,yes,early,night,11832,15888,Koramangala,Indiranagar,"coding,movies,cricket",reading,64
83,153,3,2,no,yes,yes,no,irregular,irregular,7702,15418,HSR Layout,Koramangala,"cricket,music","cricket,movies,coding",61
30,149,1,5,yes,no,no,yes,night,irregular,15517,11932,Indiranagar,BTM Layout,reading,"cooking,movies",46
63,99,1,5,yes,yes,yes,no,night,early,19926,17627,BTM Layout,HSR Layout,"cricket,travel","coding,movies,music",56
102,143,3,3,no,yes,no,no,irregular,early,10103,7162,Koramangala,Indiranagar,travel,"cricket,movies",64
144,116,2,3,yes,yes,yes,no,night,night,10338,16300,Whitefield,Koramangala,"coding,cricket","reading,cooking,music",68
130,134,3,3,yes,yes,yes,yes,night,early,5929,17919,Indiranagar,Indiranagar,"movies,coding","music,cricket,cooking",80
53,79,5,2,no,no,yes,yes,early,early,8897,10283,Indiranagar,Whitefield,"coding,cricket","cricket,travel",84
76,106,4,3,no,no,no,yes,night,night,16884,17990,BTM Layout,HSR Layout,reading,coding,75
148,37,3,3,no,yes,yes,yes,irregular,early,5488,14352,Whitefield,Whitefield,cricket,"cricket,movies,music",73
195,62,4,4,no,yes,no,yes,early,irregular,11914,14807,BTM Layout,Whitefield,"cricket,coding,movies","movies,cooking,cricket",60
161,113,5,5,yes,no,yes,no,night,night,15538,11230,Whitefield,Koramangala,"coding,reading","reading,travel,cricket",67
157,132,4,2,yes,no,yes,no,irregular,irregular,18966,18026,HSR Layout,Koramangala,"travel,cooking,coding","movies,cooking",66
13,126,3,2,no,no,no,no,early,early,6202,14961,Koramangala,Koramangala,music,"cricket,movies",88
118,58,2,2,no,no,no,no,early,night,16454,11767,Whitefield,Whitefield,"movies,reading,cricket",coding,84
11,140,3,4,yes,yes,no,yes,irregular,night,13733,12972,HSR Layout,Whitefield,cricket,"movies,cricket",68
43,77,4,5,no,no,no,yes,night,irregular,17477,7203,HSR Layout,HSR Layout,"reading,coding","coding,cricket",71
168,13,4,3,no,no,no,no,night,early,8472,6202,HSR Layout,Koramangala,"coding,movies",music,72
113,131,5,4,no,yes,no,yes,night,early,11230,9541,Koramangala,BTM Layout,"reading,travel,cricket","travel,movies,coding",58
179,32,1,5,yes,yes,yes,yes,irregular,early,10035,12160,BTM Layout,HSR Layout,"cricket,music","reading,cooking",66
53,106,5,3,no,no,yes,yes,early,night,8897,17990,Indiranagar,HSR Layout,"coding,cricket",coding,69
129,88,3,3,no,no,yes,yes,night,irregular,9851,16544,Indiranagar,Koramangala,travel,"movies,coding",70
96,166,5,5,no,yes,yes,no,night,irregular,12062,7874,Indiranagar,HSR Layout,"cricket,travel,music","cooking,coding,reading",54
93,190,3,3,yes,no,no,no,early,night,9512,9651,BTM Layout,Whitefield,"cooking,reading","cooking,music",70
36,184,1,3,no,no,no,yes,early,night,17464,12043,HSR Layout,Indiranagar,"travel,cooking","cricket,coding",56
141,51,1,4,yes,no,yes,yes,night,night,6335,14723,Koramangala,Koramangala,"music,cooking","music,reading",77
68,114,2,2,no,yes,no,yes,night,early,11109,5797,Koramangala,Koramangala,reading,"movies,reading",63
48,112,4,3,no,no,yes,yes,early,early,10171,17700,Whitefield,HSR Layout,"travel,movies","cricket,movies",81
113,66,5,5,no,no,no,yes,night,irregular,11230,10049,Koramangala,Whitefield,"reading,travel,cricket","movies,music,cricket",70
42,153,5,2,yes,yes,yes,no,irregular,irregular,11088,15418,BTM Layout,Koramangala,music,"cricket,movies,coding",68
170,42,2,5,yes,yes,yes,yes,night,irregular,17336,11088,Indiranagar,BTM Layout,"cricket,music,coding",music,67
67,132,1,2,no,no,no,no,night,irregular,13705,18026,BTM Layout,Koramangala,"cricket,reading","movies,cooking",72
15,37,2,3,yes,yes,yes,yes,early,early,12844,14352,Whitefield,Whitefield,"travel,cricket,coding","cricket,movies,music",98
40,25,5,5,no,yes,no,yes,night,night,6344,13052,Whitefield,BTM Layout,"movies,reading,coding",cooking,60
132,134,2,3,no,yes,no,yes,irregular,early,18026,17919,Koramangala,Indiranagar,"movies,cooking","music,cricket,cooking",58
77,100,5,3,no,yes,yes,no,irregular,night,7203,16137,HSR Layout,Indiranagar,"coding,cricket","travel,cooking,reading",46
46,43,5,4,yes,no,yes,no,early,night,18404,17477,Indiranagar,HSR Layout,"travel,coding","reading,coding",58
39,24,1,3,yes,no,no,no,night,night,10852,8943,BTM Layout,Koramangala,"cricket,music","reading,coding",73
103,191,3,5,no,yes,no,yes,irregular,night,18398,11105,BTM Layout,Indiranagar,"movies,coding,cooking",travel,46
9,129,1,3,yes,no,yes,yes,early,night,9503,9851,Whitefield,Indiranagar,cricket,travel,63
166,129,5,3,yes,no,no,yes,irregular,night,7874,9851,HSR Layout,Indiranagar,"cooking,coding,reading",travel,53
32,41,5,1,yes,no,yes,yes,early,night,12160,11570,HSR Layout,BTM Layout,"reading,cooking",coding,59
121,8,5,2,yes,yes,no,no,irregular,irregular,19452,5872,Whitefield,Koramangala,movies,"coding,reading",74
45,6,2,3,no,no,no,yes,irregular,early,7008,7317,Indiranagar,Koramangala,coding,"coding,cricket,reading",68
110,83,3,3,no,no,yes,yes,night,irregular,6803,7702,HSR Layout,HSR Layout,"cricket,coding","cricket,music",90
85,80,5,4,no,yes,yes,yes,irregular,night,15898,17935,Koramangala,Koramangala,music,"reading,cooking,cricket",72
1,162,3,4,yes,no,yes,yes,early,night,11708,8842,Indiranagar,HSR Layout,coding,music,62
79,148,2,3,no,no,yes,yes,early,irregular,10283,5488,Whitefield,Whitefield,"cricket,travel",cricket,85
150,190,4,3,no,no,yes,no,irregular,night,8254,9651,HSR Layout,Whitefield,"cricket,travel,coding","cooking,music",65
2,54,5,2,no,yes,yes,no,early,night,16878,11503,HSR Layout,Whitefield,"movies,reading,cooking","movies,reading",50
7,91,2,3,no,no,yes,yes,night,early,15888,18094,Indiranagar,Whitefield,reading,"reading,coding,cooking",75
58,89,2,4,no,yes,no,no,night,night,11767,6737,Whitefield,BTM Layout,coding,"cooking,coding",69
70,167,2,1,yes,no,yes,no,night,night,11058,7610,Whitefield,Koramangala,reading,movies,62
26,51,2,4,yes,no,no,yes,night,night,13921,14723,Koramangala,Koramangala,"music,reading","music,reading",79
32,14,5,1,yes,yes,yes,no,early,early,12160,10473,HSR Layout,BTM Layout,"reading,cooking",music,69
169,146,2,2,no,yes,no,yes,early,night,15930,15718,BTM Layout,Koramangala,reading,"music,reading,travel",60
59,75,5,3,yes,yes,yes,no,night,irregular,5212,17562,HSR Layout,BTM Layout,cricket,"reading,coding",56
90,139,5,4,yes,yes,yes,no,early,night,14084,10463,Whitefield,Whitefield,"cricket,reading","cricket,coding,reading",78
111,52,3,5,yes,no,no,no,night,irregular,5505,5210,HSR Layout,Indiranagar,cricket,"cricket,music,travel",66
42,13,5,3,yes,no,yes,no,irregular,early,11088,6202,BTM Layout,Koramangala,music,music,53
127,158,5,1,yes,yes,yes,no,night,early,19517,17308,HSR Layout,Whitefield,"travel,cricket",coding,56
96,51,5,4,no,no,yes,yes,night,night,12062,14723,Indiranagar,Koramangala,"cricket,travel,music","music,reading",85
30,81,1,4,yes,no,no,yes,night,night,15517,8441,Indiranagar,Koramangala,reading,"coding,reading",57
169,22,2,4,no,no,no,no,early,night,15930,5483,BTM Layout,Whitefield,reading,"movies,coding,cricket",66
111,90,3,5,yes,yes,no,yes,night,early,5505,14084,HSR Layout,Whitefield,cricket,"cricket,reading",59
157,140,4,4,yes,yes,yes,yes,irregular,night,18966,12972,HSR Layout,Whitefield,"travel,cooking,coding","movies,cricket",70
191,147,5,1,yes,no,yes,no,night,irregular,11105,13129,Indiranagar,Whitefield,travel,cricket,46
153,64,2,4,yes,no,no,yes,irregular,early,15418,5317,Koramangala,BTM Layout,"cricket,movies,coding","movies,cooking,cricket",52
125,24,5,3,yes,no,yes,no,irregular,night,10869,8943,Whitefield,Koramangala,travel,"reading,coding",53
149,82,5,3,no,no,yes,no,irregular,irregular,11932,7830,BTM Layout,Whitefield,"cooking,movies",cricket,70
144,173,2,1,yes,no,yes,yes,night,night,10338,13986,Whitefield,Indiranagar,"coding,cricket",cricket,75
127,180,5,4,yes,no,yes,no,night,early,19517,6876,HSR Layout,Indiranagar,"travel,cricket",music,48
101,39,5,1,yes,yes,yes,no,night,night,19388,10852,Whitefield,BTM Layout,cricket,"cricket,music",65
182,85,4,5,no,no,no,yes,night,irregular,17634,15898,Koramangala,Koramangala,travel,music,75
75,187,3,5,yes,no,no,yes,irregular,night,17562,18590,BTM Layout,BTM Layout,"reading,coding","music,movies,coding",66
84,123,1,4,no,yes,no,no,night,irregular,8282,14698,Koramangala,Whitefield,"cricket,reading","music,reading,cooking",57
138,158,5,1,no,yes,yes,no,early,early,7103,17308,Whitefield,Whitefield,reading,coding,62
30,184,1,3,yes,no,no,yes,night,night,15517,12043,Indiranagar,Indiranagar,reading,"cricket,coding",70
111,86,3,4,yes,no,no,yes,night,irregular,5505,14241,HSR Layout,Koramangala,cricket,"music,travel,reading",48
57,43,2,4,yes,no,no,no,night,night,9243,17477,Indiranagar,HSR Layout,reading,"reading,coding",69
27,76,5,4,yes,no,yes,no,night,night,19128,16884,Whitefield,BTM Layout,"coding,cricket",reading,62
69,180,4,4,yes,no,yes,no,irregular,early,6733,6876,Whitefield,Indiranagar,"reading,movies",music,57
124,148,1,3,no,no,no,yes,early,irregular,13594,5488,BTM Layout,Whitefield,"music,travel,movies",cricket,56
56,188,3,1,yes,no,yes,yes,irregular,early,5250,8483,BTM Layout,Koramangala,"cooking,travel","movies,travel",63
68,142,2,1,no,yes,no,yes,night,early,11109,11161,Koramangala,Koramangala,reading,"cooking,coding",65
31,93,5,3,no,yes,no,no,night,early,7003,9512,Indiranagar,BTM Layout,"cooking,movies","cooking,reading",63
33,75,3,3,yes,yes,no,no,night,irregular,10474,17562,Whitefield,BTM Layout,"cooking,music,cricket","reading,coding",70
138,162,5,4,no,no,yes,yes,early,night,7103,8842,Whitefield,HSR Layout,reading,music,75
2,89,5,4,no,yes,yes,no,early,night,16878,6737,HSR Layout,BTM Layout,"movies,reading,cooking","cooking,coding",51
48,126,4,2,no,no,yes,no,early,early,10171,14961,Whitefield,Koramangala,"travel,movies","cricket,movies",73
151,36,3,1,yes,no,no,no,irregular,early,10233,17464,Indiranagar,HSR Layout,music,"travel,cooking",56
94,180,3,4,no,no,yes,no,early,early,19691,6876,Indiranagar,Indiranagar,coding,music,78
36,45,1,2,no,no,no,no,early,irregular,17464,7008,HSR Layout,Indiranagar,"travel,cooking",coding,68
13,24,3,3,no,no,no,no,early,night,6202,8943,Koramangala,Koramangala,music,"reading,coding",84
171,141,3,1,no,yes,yes,yes,night,night,5465,6335,Koramangala,Koramangala,reading,"music,cooking",83
105,122,5,4,yes,no,no,yes,irregular,irregular,14014,12411,HSR Layout,Koramangala,cricket,"coding,music",65
21,145,1,1,no,no,no,yes,early,early,14144,19021,Indiranagar,HSR Layout,"reading,music",reading,77
182,41,4,1,no,no,no,yes,night,night,17634,11570,Koramangala,BTM Layout,travel,coding,64
189,95,2,2,yes,no,yes,no,night,irregular,15819,16076,Whitefield,Whitefield,movies,cooking,67
123,190,4,3,yes,no,no,no,irregular,night,14698,9651,Whitefield,Whitefield,"music,reading,cooking","cooking,music",74
135,101,2,5,yes,yes,no,yes,early,night,9913,19388,Whitefield,Whitefield,"reading,cooking",cricket,64
158,169,1,2,yes,no,no,no,early,early,17308,15930,Whitefield,BTM Layout,coding,reading,75
74,83,1,3,no,no,no,yes,early,irregular,7844,7702,Whitefield,HSR Layout,cooking,"cricket,music",63
125,109,5,5,yes,yes,yes,no,irregular,night,10869,15173,Whitefield,HSR Layout,travel,"reading,cricket,travel",67
123,100,4,3,yes,yes,no,no,irregular,night,14698,16137,Whitefield,Indiranagar,"music,reading,cooking","travel,cooking,reading",81
130,152,3,1,yes,yes,yes,no,night,irregular,5929,12690,Indiranagar,Koramangala,"movies,coding","movies,cricket",59
47,117,3,3,yes,yes,yes,yes,night,irregular,15576,9738,BTM Layout,Indiranagar,"travel,cooking,reading","cricket,movies,coding",70
129,188,3,1,no,no,yes,yes,night,early,9851,8483,Indiranagar,Koramangala,travel,"movies,travel",76
119,95,2,2,yes,no,yes,no,night,irregular,14463,16076,BTM Layout,Whitefield,coding,cooking,57
199,26,2,2,no,yes,yes,no,early,night,15150,13921,Whitefield,Koramangala,movies,"music,reading",57
135,69,2,4,yes,yes,no,yes,early,irregular,9913,6733,Whitefield,Whitefield,"reading,cooking","reading,movies",73
90,73,5,3,yes,yes,yes,no,early,early,14084,8814,Whitefield,Indiranagar,"cricket,reading","coding,reading",69
178,115,1,3,yes,no,yes,yes,night,early,6054,18331,Koramangala,BTM Layout,coding,"cricket,cooking",56
32,56,5,3,yes,yes,yes,yes,early,irregular,12160,5250,HSR Layout,BTM Layout,"reading,cooking","cooking,travel",69
150,189,4,2,no,yes,yes,yes,irregular,night,8254,15819,HSR Layout,Whitefield,"cricket,travel,coding",movies,56
138,194,5,4,no,yes,yes,yes,early,irregular,7103,16207,Whitefield,Koramangala,reading,"reading,travel",61
194,2,4,5,yes,no,yes,yes,irregular,early,16207,16878,Koramangala,HSR Layout,"reading,travel","movies,reading,cooking",68
138,80,5,4,no,yes,yes,yes,early,night,7103,17935,Whitefield,Koramangala,reading,"reading,cooking,cricket",61
77,25,5,5,no,yes,yes,yes,irregular,night,7203,13052,HSR Layout,BTM Layout,"coding,cricket",cooking,60
159,94,1,3,no,no,yes,yes,irregular,early,10591,19691,HSR Layout,Indiranagar,"reading,cooking",coding,66
198,32,2,5,yes,yes,yes,yes,irregular,early,16497,12160,Koramangala,HSR Layout,"movies,cooking","reading,cooking",71
82,48,3,4,no,no,no,yes,irregular,early,7830,10171,Whitefield,Whitefield,cricket,"travel,movies",72
142,174,1,1,yes,yes,yes,yes,early,irregular,11161,16735,Koramangala,Indiranagar,"cooking,coding",cricket,70
96,146,5,2,no,yes,yes,yes,night,night,12062,15718,Indiranagar,Koramangala,"cricket,travel,music","music,reading,travel",74
192,65,4,5,no,yes,yes,no,irregular,night,19683,10479,HSR Layout,BTM Layout,"travel,reading","coding,cricket,movies",48
64,193,4,2,no,no,yes,yes,early,early,5317,6029,BTM Layout,Koramangala,"movies,cooking,cricket","cricket,reading,coding",86
183,186,4,3,yes,yes,no,no,night,irregular,15961,14874,HSR Layout,HSR Layout,"cricket,coding,reading","coding,cricket,reading",94
38,157,5,4,no,yes,yes,yes,early,irregular,6159,18966,BTM Layout,HSR Layout,"reading,travel","travel,cooking,coding",61
141,35,1,5,yes,yes,yes,no,night,night,6335,18341,Koramangala,Koramangala,"music,cooking","movies,music,reading",75
57,121,2,5,yes,yes,no,no,night,irregular,9243,19452,Indiranagar,Whitefield,reading,movies,64
74,198,1,2,no,yes,no,yes,early,irregular,7844,16497,Whitefield,Koramangala,cooking,"movies,cooking",51
110,70,3,2,no,yes,yes,yes,night,night,6803,11058,HSR Layout,Whitefield,"cricket,coding",reading,72
16,198,1,2,no,yes,yes,yes,night,irregular,12019,16497,HSR Layout,Koramangala,travel,"movies,cooking",62
60,80,3,4,no,yes,yes,yes,irregular,night,13849,17935,HSR Layout,Koramangala,"travel,reading,music","reading,cooking,cricket",65
35,190,5,3,yes,no,no,no,night,night,18341,9651,Koramangala,Whitefield,"movies,music,reading","cooking,music",69
7,200,2,4,no,no,yes,no,night,irregular,15888,12224,Indiranagar,Koramangala,reading,"movies,music,coding",60
184,124,3,1,no,no,yes,no,night,early,12043,13594,Indiranagar,BTM Layout,"cricket,coding","music,travel,movies",63
87,148,3,3,no,no,yes,yes,irregular,irregular,6938,5488,Indiranagar,Whitefield,"travel,music,cooking",cricket,87
153,123,2,4,yes,yes,no,no,irregular,irregular,15418,14698,Koramangala,Whitefield,"cricket,movies,coding","music,reading,cooking",83
186,58,3,2,yes,no,no,no,irregular,night,14874,11767,HSR Layout,Whitefield,"coding,cricket,reading",coding,65
154,57,1,2,no,yes,no,no,night,night,11413,9243,HSR Layout,Indiranagar,travel,reading,72
101,122,5,4,yes,no,yes,yes,night,irregular,19388,12411,Whitefield,Koramangala,cricket,"coding,music",58
1,38,3,5,yes,no,yes,yes,early,early,11708,6159,Indiranagar,BTM Layout,coding,"reading,travel",66
58,81,2,4,no,no,no,yes,night,night,11767,8441,Whitefield,Koramangala,coding,"coding,reading",73
149,24,5,3,no,no,yes,no,irregular,night,11932,8943,BTM Layout,Koramangala,"cooking,movies","reading,coding",60
94,23,3,1,no,yes,yes,yes,early,early,19691,7812,Indiranagar,BTM Layout,coding,"cooking,music,reading",66
123,48,4,4,yes,no,no,yes,irregular,early,14698,10171,Whitefield,Whitefield,"music,reading,cooking","travel,movies",64
28,47,5,3,yes,yes,no,yes,irregular,night,19515,15576,Whitefield,BTM Layout,"cricket,music","travel,cooking,reading",60
100,108,3,2,yes,yes,no,no,night,night,16137,17635,Indiranagar,BTM Layout,"travel,cooking,reading","music,movies",85
124,180,1,4,no,no,no,no,early,early,13594,6876,BTM Layout,Indiranagar,"music,travel,movies",music,77
94,121,3,5,no,yes,yes,no,early,irregular,19691,19452,Indiranagar,Whitefield,coding,movies,53
194,114,4,2,yes,yes,yes,yes,irregular,early,16207,5797,Koramangala,Koramangala,"reading,travel","movies,reading",79
165,32,5,5,no,yes,no,yes,early,early,12683,12160,Koramangala,HSR Layout,"cricket,music,travel","reading,cooking",67
72,85,3,5,yes,no,yes,yes,irregular,irregular,14301,15898,Indiranagar,Koramangala,reading,music,73
65,149,5,5,yes,no,no,yes,night,irregular,10479,11932,BTM Layout,BTM Layout,"coding,cricket,movies","cooking,movies",70
65,47,5,3,yes,yes,no,yes,night,night,10479,15576,BTM Layout,BTM Layout,"coding,cricket,movies","travel,cooking,reading",76
114,104,2,5,yes,yes,yes,yes,early,early,5797,19297,Koramangala,Indiranagar,"movies,reading","cooking,reading,coding",77
119,102,2,3,yes,no,yes,no,night,irregular,14463,10103,BTM Layout,Koramangala,coding,travel,52
